deviceId,timestamp,ACC,BV,CR,GYR,LAT_LON,RPM_KM,Sl_No.,TEMP,TIME
VIM_2.4_3,1538238411536,"0.000,0.000,0.000","82,100,3.980,3.980,3.980,3.980,3.960,3.980,3.980,3.980,3.960,3.980,3.980,3.950,3.960","5.010,5.010,5.010,5.010,5.010","0.000,0.000,0.000","0.000000,0.000000","0,0,0,0,0,0.0",4360,"26,25,27","237,243,243,237,243"
VIM_2.4_3,1538238414310,"0.000,0.000,0.000","82,100,3.980,3.980,3.980,3.980,3.960,3.980,3.980,3.980,3.960,3.980,3.980,3.950,3.960","5.010,5.010,5.010,5.010,-99.990","0.000,0.000,0.000","0.000000,0.000000","0,0,0,0,-99,0.0",4361,"26,25,27","244,236,243,243,-99"
VIM_2.4_3,1538238416357,"0.000,0.000,0.000","82,100,3.980,3.980,3.980,3.980,3.960,3.980,3.980,3.980,3.960,3.980,3.980,3.950,3.960","5.010,5.010,5.010,5.010,-99.990","0.000,0.000,0.000","0.000000,0.000000","0,0,0,0,-99,0.0",4362,"26,25,27","238,242,244,237,-99"
VIM_2.4_3,1538238419254,"0.000,0.000,0.000","82,100,3.980,3.980,3.980,3.980,3.960,3.980,3.980,3.980,3.950,3.980,3.980,3.950,3.960","5.010,5.010,5.010,5.010,5.010","0.000,0.000,0.000","0.000000,0.000000","0,0,0,0,0,0.0",4363,"26,25,27","243,243,237,243,243"
VIM_2.4_3,1538238421739,"0.000,0.000,0.000","82,100,3.980,3.980,3.980,3.980,3.960,3.980,3.980,3.980,3.960,3.980,3.980,3.950,3.960","5.010,5.010,5.010,5.010,-99.990","0.000,0.000,0.000","0.000000,0.000000","0,0,0,0,-99,0.0",4364,"26,25,27","238,243,243,237,-99"
VIM_2.4_3,1538238424398,"0.000,0.000,0.000","82,100,3.980,3.980,3.980,3.980,3.960,3.980,3.980,3.980,3.960,3.980,3.980,3.950,3.960","5.010,5.010,5.010,5.010,-99.990","0.000,0.000,0.000","0.000000,0.000000","0,0,0,0,-99,0.0",4365,"26,25,27","243,244,237,243,-99"
VIM_2.4_3,1538238427055,"0.000,0.000,0.000","82,100,3.980,3.980,3.980,3.980,3.960,3.980,3.980,3.980,3.960,3.980,3.980,3.950,3.960","5.010,5.010,5.010,5.010,5.010","0.000,0.000,0.000","0.000000,0.000000","0,0,0,0,0,0.0",4366,"26,25,27","244,237,243,243,238"
VIM_2.4_3,1538238429768,"0.000,0.000,0.000","82,100,3.980,3.980,3.980,3.980,3.960,3.980,3.980,3.980,3.960,3.980,3.980,3.950,3.960","5.010,5.010,5.010,5.010,-99.990","0.000,0.000,0.000","0.000000,0.000000","0,0,0,0,-99,0.0",4367,"26,25,27","243,243,237,244,-99"
VIM_2.4_3,1538238432373,"0.000,0.000,0.000","82,100,3.980,3.980,3.980,3.980,3.960,3.980,3.980,3.980,3.960,3.980,3.980,3.950,3.960","5.010,5.010,5.010,5.010,-99.990","0.000,0.000,0.000","0.000000,0.000000","0,0,0,0,-99,0.0",4368,"26,25,27","243,237,243,244,-99"
VIM_2.4_3,1538238435034,"0.000,0.000,0.000","82,100,3.980,3.980,3.980,3.980,3.960,3.980,3.980,3.980,3.960,3.980,3.980,3.950,3.960","5.010,5.010,5.010,5.010,5.010","0.000,0.000,0.000","0.000000,0.000000","0,0,0,0,0,0.0",4369,"26,25,27","237,243,244,237,243"
VIM_2.4_3,1538238437697,"0.000,0.000,0.000","82,100,3.980,3.980,3.980,3.980,3.960,3.980,3.980,3.980,3.960,3.980,3.980,3.950,3.960","5.010,5.010,5.010,5.010,-99.990","0.000,0.000,0.000","0.000000,0.000000","0,0,0,0,-99,0.0",4370,"26,25,27","244,237,243,243,-99"
VIM_2.4_3,1538238440359,"0.000,0.000,0.000","82,100,3.980,3.980,3.980,3.980,3.960,3.980,3.980,3.980,3.960,3.980,3.980,3.950,3.960","5.010,5.010,5.010,5.010,5.010","0.000,0.000,0.000","0.000000,0.000000","0,0,0,0,0,0.0",4371,"26,25,27","237,243,244,237,243"
VIM_2.4_3,1538238442577,"0.000,0.000,0.000","82,100,3.980,3.980,3.980,3.980,3.960,3.980,3.980,3.980,3.960,3.980,3.980,3.950,3.960","5.010,5.010,5.010,5.010,-99.990","0.000,0.000,0.000","0.000000,0.000000","0,0,0,0,-99,0.0",4372,"26,25,27","244,237,244,243,-99"
VIM_2.4_3,1538238445355,"0.000,0.000,0.000","82,100,3.980,3.980,3.980,3.980,3.960,3.980,3.980,3.980,3.960,3.980,3.980,3.950,3.960","5.010,5.010,5.010,5.010,-99.990","0.000,0.000,0.000","0.000000,0.000000","0,0,0,0,-99,0.0",4373,"26,25,27","237,243,244,237,-99"
VIM_2.4_3,1538238447635,"0.000,0.000,0.000","82,100,3.980,3.980,3.980,3.980,3.960,3.980,3.980,3.980,3.960,3.980,3.980,3.950,3.960","5.010,5.010,5.010,5.010,5.010","0.000,0.000,0.000","0.000000,0.000000","0,0,0,0,0,0.0",4374,"26,25,27","244,243,237,243,244"
VIM_2.4_3,1538238450437,"0.000,0.000,0.000","82,100,3.980,3.980,3.980,3.980,3.960,3.980,3.980,3.980,3.960,3.980,3.980,3.950,3.960","5.010,5.010,5.010,5.010,-99.990","0.000,0.000,0.000","0.000000,0.000000","0,0,0,0,-99,0.0",4375,"26,25,27","237,243,244,238,-99"
VIM_2.4_3,1538238453373,"0.000,0.000,0.000","82,100,3.980,3.980,3.980,3.980,3.960,3.980,3.980,3.980,3.960,3.980,3.980,3.950,3.960","5.010,5.010,5.010,5.010,-99.990","0.000,0.000,0.000","0.000000,0.000000","0,0,0,0,-99,0.0",4376,"26,25,27","243,244,237,243,-99"
VIM_2.4_3,1538238455870,"0.000,0.000,0.000","82,100,3.980,3.980,3.980,3.980,3.960,3.980,3.980,3.980,3.960,3.980,3.980,3.950,3.960","5.010,5.010,5.010,5.010,5.010","0.000,0.000,0.000","0.000000,0.000000","0,0,0,0,0,0.0",4377,"26,25,27","243,238,243,243,237"
VIM_2.4_3,1538238458500,"0.000,0.000,0.000","82,100,3.980,3.980,3.980,3.980,3.960,3.980,3.980,3.980,3.960,3.980,3.980,3.950,3.960","5.010,5.010,5.010,5.010,-99.990","0.000,0.000,0.000","0.000000,0.000000","0,0,0,0,-99,0.0",4378,"26,25,27","243,243,237,243,-99"
VIM_2.4_3,1538238461135,"0.000,0.000,0.000","82,100,3.980,3.980,3.980,3.980,3.960,3.980,3.980,3.980,3.960,3.980,3.980,3.950,3.960","5.010,5.010,5.010,5.010,-99.990","0.000,0.000,0.000","0.000000,0.000000","0,0,0,0,-99,0.0",4379,"26,25,27","244,237,243,243,-99"
VIM_2.4_3,1538238463802,"0.000,0.000,0.000","82,100,3.980,3.980,3.980,3.980,3.960,3.980,3.980,3.980,3.960,3.980,3.980,3.950,3.960","5.010,5.010,5.010,5.010,5.010","0.000,0.000,0.000","0.000000,0.000000","0,0,0,0,0,0.0",4380,"26,25,27","237,244,243,237,243"
VIM_2.4_3,1538238466426,"0.000,0.000,0.000","82,100,3.980,3.980,3.980,3.980,3.960,3.980,3.980,3.980,3.960,3.980,3.980,3.950,3.960","5.010,5.010,5.010,5.010,-99.990","0.000,0.000,0.000","0.000000,0.000000","0,0,0,0,-99,0.0",4381,"26,25,27","244,237,243,243,-99"
VIM_2.4_3,1538238468636,"0.000,0.000,0.000","82,100,3.980,3.980,3.980,3.980,3.960,3.980,3.980,3.980,3.960,3.980,3.980,3.950,3.960","5.010,5.010,5.010,5.010,5.010","0.000,0.000,0.000","0.000000,0.000000","0,0,0,0,0,0.0",4382,"26,25,27","237,243,243,238,243"
VIM_2.4_3,1538238471417,"0.000,0.000,0.000","82,100,3.980,3.980,3.980,3.980,3.960,3.980,3.980,3.980,3.960,3.980,3.980,3.950,3.960","5.010,5.010,5.010,5.010,-99.990","0.000,0.000,0.000","0.000000,0.000000","0,0,0,0,-99,0.0",4383,"26,25,27","243,237,244,243,-99"
VIM_2.4_3,1538238474097,"0.000,0.000,0.000","82,100,3.980,3.980,3.980,3.980,3.960,3.980,3.980,3.980,3.960,3.980,3.980,3.950,3.960","5.010,5.010,5.010,5.010,-99.990","0.000,0.000,0.000","0.000000,0.000000","0,0,0,0,-99,0.0",4384,"26,25,27","238,243,243,237,-99"
VIM_2.4_3,1538238476796,"0.000,0.000,0.000","82,100,3.980,3.980,3.980,3.980,3.960,3.980,3.980,3.980,3.960,3.980,3.980,3.950,3.960","5.010,5.010,5.010,5.010,5.010","0.000,0.000,0.000","0.000000,0.000000","0,0,0,0,0,0.0",4385,"26,25,27","244,243,238,243,244"
VIM_2.4_3,1538238479622,"0.000,0.000,0.000","82,100,3.980,3.980,3.980,3.980,3.960,3.980,3.980,3.980,3.960,3.980,3.980,3.950,3.960","5.010,5.010,5.010,5.010,5.010","0.000,0.000,0.000","0.000000,0.000000","0,0,0,0,0,0.0",4386,"26,25,27","237,243,244,237,243"
VIM_2.4_3,1538238482374,"0.000,0.000,0.000","82,100,3.980,3.980,3.980,3.980,3.960,3.980,3.980,3.980,3.960,3.980,3.980,3.950,3.960","5.010,5.010,5.010,5.010,-99.990","0.000,0.000,0.000","0.000000,0.000000","0,0,0,0,-99,0.0",4387,"26,25,27","243,237,244,243,-99"
VIM_2.4_3,1538238484756,"0.000,0.000,0.000","82,100,3.980,3.980,3.980,3.980,3.960,3.980,3.980,3.980,3.960,3.980,3.980,3.950,3.960","5.010,5.010,5.010,5.010,5.010","0.000,0.000,0.000","0.000000,0.000000","0,0,0,0,0,0.0",4388,"26,25,27","237,244,243,237,244"
VIM_2.4_3,1538238487420,"0.000,0.000,0.000","82,100,3.980,3.980,3.980,3.980,3.960,3.980,3.980,3.980,3.960,3.980,3.980,3.960,3.960","5.010,5.010,5.010,5.010,-99.990","0.000,0.000,0.000","0.000000,0.000000","0,0,0,0,-99,0.0",4389,"26,25,27","243,237,243,243,-99"
VIM_2.4_3,1538238490078,"0.000,0.000,0.000","82,100,3.980,3.980,3.980,3.980,3.960,3.980,3.980,3.980,3.960,3.980,3.980,3.960,3.960","5.010,5.010,5.010,5.010,-99.990","0.000,0.000,0.000","0.000000,0.000000","0,0,0,0,-99,0.0",4390,"26,25,27","237,244,243,236,-99"
VIM_2.4_3,1538238492817,"0.000,0.000,0.000","82,100,3.980,3.980,3.980,3.980,3.960,3.980,3.980,3.980,3.960,3.980,3.980,3.960,3.960","5.010,5.010,5.010,5.010,5.010","0.000,0.000,0.000","0.000000,0.000000","0,0,0,0,0,0.0",4391,"26,25,27","244,243,237,243,243"
VIM_2.4_3,1538238495478,"0.000,0.000,0.000","82,100,3.980,3.980,3.980,3.980,3.960,3.980,3.980,3.980,3.960,3.980,3.980,3.960,3.960","5.010,5.010,5.010,5.010,-99.990","0.000,0.000,0.000","0.000000,0.000000","0,0,0,0,-99,0.0",4392,"26,25,27","237,243,243,237,-99"
VIM_2.4_3,1538238498136,"0.000,0.000,0.000","82,100,3.980,3.980,3.980,3.980,3.960,3.980,3.980,3.980,3.960,3.980,3.980,3.960,3.960","5.010,5.010,5.010,5.010,-99.990","0.000,0.000,0.000","0.000000,0.000000","0,0,0,0,-99,0.0",4393,"26,25,27","244,243,237,243,-99"
VIM_2.4_3,1538238500398,"0.000,0.000,0.000","82,100,3.980,3.980,3.980,3.980,3.960,3.980,3.980,3.980,3.960,3.980,3.980,3.960,3.970","5.010,5.010,5.010,5.010,5.010","0.000,0.000,0.000","0.000000,0.000000","0,0,0,0,0,0.0",4394,"26,25,27","244,237,243,244,236"
VIM_2.4_3,1538238503177,"0.000,0.000,0.000","83,100,3.980,3.980,3.980,3.980,3.960,3.980,3.980,3.980,3.960,3.980,3.980,3.960,3.960","5.010,5.010,5.010,5.010,-99.990","0.000,0.000,0.000","0.000000,0.000000","0,0,0,0,-99,0.0",4395,"26,25,27","244,243,237,243,-99"
VIM_2.4_3,1538238505685,"0.000,0.000,0.000","83,100,3.980,3.980,3.980,3.980,3.960,3.980,3.980,3.980,3.960,3.980,3.980,3.960,3.960","5.010,5.010,5.010,5.010,5.010","0.000,0.000,0.000","0.000000,0.000000","0,0,0,0,0,0.0",4396,"26,25,27","243,237,243,244,237"
VIM_2.4_3,1538238508056,"0.000,0.000,0.000","83,100,3.980,3.980,3.980,3.980,3.960,3.980,3.980,3.980,3.960,3.980,3.980,3.960,3.970","5.010,5.010,5.010,5.010,-99.990","0.000,0.000,0.000","0.000000,0.000000","0,0,0,0,-99,0.0",4397,"26,25,27","243,243,237,244,-99"
VIM_2.4_3,1538238510863,"0.000,0.000,0.000","83,100,3.980,3.980,3.980,3.980,3.960,3.980,3.990,3.980,3.960,3.980,3.980,3.960,3.970","5.010,5.010,5.010,5.010,-99.990","0.000,0.000,0.000","0.000000,0.000000","0,0,0,0,-99,0.0",4398,"26,25,27","243,237,243,244,-99"
VIM_2.4_3,1538238513572,"0.000,0.000,0.000","83,100,3.980,3.980,3.980,3.980,3.960,3.980,3.990,3.980,3.960,3.980,3.980,3.960,3.960","5.010,5.010,5.010,5.010,5.010","0.000,0.000,0.000","0.000000,0.000000","0,0,0,0,0,0.0",4399,"26,25,27","236,243,244,237,243"
VIM_2.4_3,1538238516360,"0.000,0.000,0.000","83,100,3.980,3.980,3.980,3.980,3.960,3.980,3.980,3.980,3.960,3.980,3.980,3.960,3.960","5.010,5.010,5.010,5.010,-99.990","0.000,0.000,0.000","0.000000,0.000000","0,0,0,0,-99,0.0",4400,"26,25,27","243,237,243,244,-99"
VIM_2.4_3,1538238518841,"0.000,0.000,0.000","83,100,3.980,3.980,3.980,3.980,3.960,3.980,3.980,3.980,3.960,3.980,3.980,3.960,3.970","5.010,5.010,5.010,5.010,5.010","0.000,0.000,0.000","0.000000,0.000000","0,0,0,0,0,0.0",4401,"26,25,27","237,243,243,237,243"
VIM_2.4_3,1538238521458,"0.000,0.000,0.000","83,100,3.980,3.980,3.980,3.980,3.960,3.980,3.980,3.980,3.960,3.980,3.980,3.960,3.970","5.010,5.010,5.010,5.010,-99.990","0.000,0.000,0.000","0.000000,0.000000","0,0,0,0,-99,0.0",4402,"26,25,27","243,238,242,244,-99"
VIM_2.4_3,1538238524438,"0.000,0.000,0.000","83,100,3.980,3.980,3.980,3.980,3.960,3.980,3.980,3.980,3.960,3.980,3.980,3.960,3.970","5.010,5.010,5.010,5.010,-99.990","0.000,0.000,0.000","0.000000,0.000000","0,0,0,0,-99,0.0",4403,"26,25,27","237,243,243,237,-99"
VIM_2.4_3,1538238526678,"0.000,0.000,0.000","83,100,3.980,3.980,3.980,3.980,3.960,3.980,3.990,3.990,3.960,3.980,3.980,3.960,3.970","5.010,5.010,5.010,5.010,-99.990","0.000,0.000,0.000","0.000000,0.000000","0,0,0,0,-99,0.0",4404,"26,25,27","243,244,237,243,-99"
VIM_2.4_3,1538238529200,"0.000,0.000,0.000","83,100,3.980,3.980,3.980,3.980,3.960,3.980,3.990,3.990,3.960,3.980,3.980,3.960,3.970","5.010,5.010,5.010,5.010,5.010","0.000,0.000,0.000","0.000000,0.000000","0,0,0,0,0,0.0",4405,"26,25,27","243,237,243,244,237"
VIM_2.4_3,1538238531875,"0.000,0.000,0.000","83,100,3.980,3.980,3.980,3.980,3.960,3.980,3.980,3.990,3.960,3.980,3.980,3.960,3.970","5.010,5.010,5.010,5.010,-99.990","0.000,0.000,0.000","0.000000,0.000000","0,0,0,0,-99,0.0",4406,"26,25,27","243,243,237,244,-99"
VIM_2.4_3,1538238534481,"0.000,0.000,0.000","83,100,3.980,3.980,3.980,3.980,3.960,3.980,3.990,3.990,3.960,3.980,3.980,3.960,3.970","5.010,5.010,5.010,5.010,5.010","0.000,0.000,0.000","0.000000,0.000000","0,0,0,0,0,0.0",4407,"26,25,27","243,237,243,244,236"
VIM_2.4_3,1538238537137,"0.000,0.000,0.000","83,100,3.980,3.980,3.980,3.980,3.960,3.980,3.990,3.990,3.960,3.980,3.980,3.960,3.970","5.010,5.010,5.010,5.010,-99.990","0.000,0.000,0.000","0.000000,0.000000","0,0,0,0,-99,0.0",4408,"26,25,27","244,243,237,243,-99"
VIM_2.4_3,1538238539360,"0.000,0.000,0.000","83,100,3.980,3.980,3.980,3.980,3.970,3.980,3.990,3.990,3.960,3.980,3.980,3.960,3.970","5.010,5.010,5.010,5.010,-99.990","0.000,0.000,0.000","0.000000,0.000000","0,0,0,0,-99,0.0",4409,"26,25,27","244,237,243,243,-99"
VIM_2.4_3,1538238542134,"0.000,0.000,0.000","83,100,3.980,3.980,3.980,3.980,3.960,3.980,3.990,3.990,3.960,3.980,3.980,3.960,3.970","5.010,5.010,5.010,5.010,5.010","0.000,0.000,0.000","0.000000,0.000000","0,0,0,0,0,0.0",4410,"26,25,27","237,243,243,237,243"
VIM_2.4_3,1538238544896,"0.000,0.000,0.000","83,100,3.980,3.980,3.980,3.980,3.970,3.980,3.990,3.980,3.960,3.980,3.980,3.960,3.970","5.010,5.010,5.010,5.010,-99.990","0.000,0.000,0.000","0.000000,0.000000","0,0,0,0,-99,0.0",4411,"26,25,27","243,237,243,244,-99"
VIM_2.4_3,1538238547336,"0.000,0.000,0.000","83,100,3.980,3.980,3.980,3.980,3.960,3.980,3.990,3.990,3.960,3.980,3.980,3.960,3.970","5.010,5.010,5.010,5.010,5.010","0.000,0.000,0.000","0.000000,0.000000","0,0,0,0,0,0.0",4412,"26,25,27","237,243,243,237,243"
VIM_2.4_3,1538238549896,"0.000,0.000,0.000","83,100,3.980,3.980,3.980,3.980,3.960,3.980,3.990,3.990,3.960,3.980,3.980,3.960,3.970","5.010,5.010,5.010,5.010,-99.990","0.000,0.000,0.000","0.000000,0.000000","0,0,0,0,-99,0.0",4413,"26,25,27","243,238,243,243,-99"
VIM_2.4_3,1538238552462,"0.000,0.000,0.000","83,100,3.980,3.980,3.980,3.980,3.960,3.980,3.990,3.990,3.960,3.980,3.980,3.960,3.970","5.010,5.010,5.010,5.010,-99.990","0.000,0.000,0.000","0.000000,0.000000","0,0,0,0,-99,0.0",4414,"26,25,27","237,244,243,237,-99"
VIM_2.4_3,1538238555256,"0.000,0.000,0.000","83,100,3.980,3.980,3.980,3.980,3.970,3.980,3.990,3.990,3.960,3.980,3.980,3.960,3.970","5.010,5.010,5.010,5.010,-99.990","0.000,0.000,0.000","0.000000,0.000000","0,0,0,0,-99,0.0",4415,"26,25,27","243,244,236,244,-99"
VIM_2.4_3,1538238557916,"0.000,0.000,0.000","83,100,3.980,3.980,3.980,3.980,3.970,3.980,3.990,3.990,3.960,3.980,3.980,3.960,3.970","5.010,5.010,5.010,5.010,5.010","0.000,0.000,0.000","0.000000,0.000000","0,0,0,0,0,0.0",4416,"26,25,27","243,237,243,244,236"
VIM_2.4_3,1538238560585,"0.000,0.000,0.000","83,100,3.980,3.980,3.980,3.980,3.970,3.980,3.990,3.990,3.960,3.980,3.980,3.960,3.970","5.010,5.010,5.010,5.010,-99.990","0.000,0.000,0.000","0.000000,0.000000","0,0,0,0,-99,0.0",4417,"26,25,27","244,243,237,243,-99"
VIM_2.4_3,1538238563401,"0.000,0.000,0.000","83,100,3.980,3.980,3.980,3.980,3.960,3.980,3.990,3.990,3.960,3.980,3.980,3.960,3.970","5.010,5.010,5.010,5.010,5.010","0.000,0.000,0.000","0.000000,0.000000","0,0,0,0,0,0.0",4418,"26,25,27","244,237,243,244,236"
VIM_2.4_3,1538238565661,"0.000,0.000,0.000","83,100,3.980,3.980,3.980,3.980,3.970,3.980,3.990,3.990,3.960,3.980,3.980,3.960,3.970","5.010,5.010,5.010,5.010,-99.990","0.000,0.000,0.000","0.000000,0.000000","0,0,0,0,-99,0.0",4419,"26,25,27","243,244,237,243,-99"
VIM_2.4_3,1538238568180,"0.000,0.000,0.000","83,100,3.980,3.980,3.980,3.980,3.970,3.980,3.990,3.990,3.960,3.980,3.980,3.960,3.970","5.010,5.010,5.010,5.010,-99.990","0.000,0.000,0.000","0.000000,0.000000","0,0,0,0,-99,0.0",4420,"26,25,27","243,237,244,243,-99"
VIM_2.4_3,1538238570697,"0.000,0.000,0.000","83,100,3.980,3.980,3.980,3.980,3.970,3.980,3.990,3.990,3.960,3.980,3.980,3.960,3.970","5.010,5.010,5.010,5.010,5.010","0.000,0.000,0.000","0.000000,0.000000","0,0,0,0,0,0.0",4421,"26,25,27","236,244,243,237,243"
VIM_2.4_3,1538238573497,"0.000,0.000,0.000","83,100,3.980,3.980,3.980,3.980,3.970,3.980,3.990,3.990,3.960,3.980,3.980,3.960,3.970","5.010,5.010,5.010,5.010,-99.990","0.000,0.000,0.000","0.000000,0.000000","0,0,0,0,-99,0.0",4422,"26,25,27","243,237,244,243,-99"
VIM_2.4_3,1538238575975,"0.000,0.000,0.000","83,100,3.980,3.980,3.980,3.980,3.970,3.980,3.990,3.990,3.960,3.980,3.980,3.960,3.970","5.010,5.010,5.010,5.010,5.010","0.000,0.000,0.000","0.000000,0.000000","0,0,0,0,0,0.0",4423,"26,25,27","237,243,243,237,243"
VIM_2.4_3,1538238578776,"0.000,0.000,0.000","83,100,3.980,3.980,3.980,3.980,3.970,3.980,3.990,3.990,3.960,3.980,3.980,3.960,3.970","5.010,5.010,5.010,5.010,-99.990","0.000,0.000,0.000","0.000000,0.000000","0,0,0,0,-99,0.0",4424,"26,25,27","243,238,243,243,-99"
VIM_2.4_3,1538238581414,"0.000,0.000,0.000","83,100,3.980,3.980,3.980,3.980,3.970,3.980,3.990,3.990,3.960,3.980,3.980,3.960,3.970","5.010,5.010,5.010,5.010,-99.990","0.000,0.000,0.000","0.000000,0.000000","0,0,0,0,-99,0.0",4425,"26,25,27","237,243,243,238,-99"
VIM_2.4_3,1538238584138,"0.000,0.000,0.000","83,100,3.980,3.980,3.980,3.980,3.970,3.980,3.990,3.990,3.960,3.980,3.980,3.960,3.970","5.010,5.010,5.010,5.010,-99.990","0.000,0.000,0.000","0.000000,0.000000","0,0,0,0,-99,0.0",4426,"26,25,27","243,243,237,243,-99"
VIM_2.4_3,1538238586857,"0.000,0.000,0.000","83,100,3.980,3.980,3.980,3.980,3.970,3.980,3.990,3.990,3.960,3.980,3.980,3.960,3.970","5.010,5.010,5.010,5.010,5.010","0.000,0.000,0.000","0.000000,0.000000","0,0,0,0,0,0.0",4427,"26,25,27","243,237,244,243,237"
VIM_2.4_3,1538238589080,"0.000,0.000,0.000","83,100,3.980,3.980,3.980,3.980,3.970,3.980,3.990,3.990,3.960,3.980,3.980,3.960,3.970","5.010,5.010,5.010,5.010,-99.990","0.000,0.000,0.000","0.000000,0.000000","0,0,0,0,-99,0.0",4428,"26,25,27","243,243,237,244,-99"
VIM_2.4_3,1538238591861,"0.000,0.000,0.000","83,100,3.980,3.980,3.980,3.980,3.970,3.980,3.990,3.990,3.960,3.980,3.980,3.960,3.970","5.010,5.010,5.010,5.010,5.010","0.000,0.000,0.000","0.000000,0.000000","0,0,0,0,0,0.0",4429,"26,25,27","243,237,243,243,237"
VIM_2.4_3,1538238594598,"0.000,0.000,0.000","83,100,3.980,3.980,3.980,3.980,3.970,3.980,3.990,3.990,3.960,3.980,3.980,3.960,3.970","5.010,5.010,5.010,5.010,-99.990","0.000,0.000,0.000","0.000000,0.000000","0,0,0,0,-99,0.0",4430,"26,25,27","243,244,236,244,-99"
VIM_2.4_3,1538238597317,"0.000,0.000,0.000","83,100,3.980,3.980,3.980,3.980,3.970,3.980,3.990,3.990,3.960,3.980,3.980,3.960,3.970","5.010,5.010,5.010,5.010,-99.990","0.000,0.000,0.000","0.000000,0.000000","0,0,0,0,-99,0.0",4431,"26,25,27","243,238,243,243,-99"
VIM_2.4_3,1538238599998,"0.000,0.000,0.000","83,100,3.980,3.980,3.980,3.980,3.970,3.980,3.990,3.990,3.960,3.980,3.980,3.960,3.970","5.010,5.010,5.010,5.010,5.010","0.000,0.000,0.000","0.000000,0.000000","0,0,0,0,0,0.0",4432,"26,25,27","237,243,243,237,243"
VIM_2.4_3,1538238602859,"0.000,0.000,0.000","83,100,3.980,3.980,3.980,3.980,3.970,3.980,3.990,3.990,3.960,3.980,3.980,3.960,3.970","5.010,5.010,5.010,5.010,-99.990","0.000,0.000,0.000","0.000000,0.000000","0,0,0,0,-99,0.0",4433,"26,25,27","237,243,243,237,-99"
VIM_2.4_3,1538238605436,"0.000,0.000,0.000","83,100,3.980,3.980,3.980,3.980,3.970,3.980,3.990,3.990,3.960,3.980,3.980,3.960,3.970","5.010,5.010,5.010,5.010,5.010","0.000,0.000,0.000","0.000000,0.000000","0,0,0,0,0,0.0",4434,"26,25,27","243,244,237,244,243"
VIM_2.4_3,1538238608099,"0.000,0.000,0.000","83,100,3.980,3.980,3.980,3.980,3.970,3.980,3.990,3.990,3.960,3.980,3.980,3.960,3.970","5.010,5.010,5.010,5.010,-99.990","0.000,0.000,0.000","0.000000,0.000000","0,0,0,0,-99,0.0",4435,"26,25,27","237,243,244,237,-99"
VIM_2.4_3,1538238610754,"0.000,0.000,0.000","83,100,3.980,3.980,3.980,3.980,3.970,3.980,3.990,3.990,3.960,3.980,3.980,3.960,3.970","5.010,5.010,5.010,5.010,-99.990","0.000,0.000,0.000","0.000000,0.000000","0,0,0,0,-99,0.0",4436,"26,25,27","244,243,237,244,-99"
VIM_2.4_3,1538238613353,"0.000,0.000,0.000","83,100,3.980,3.980,3.980,3.980,3.970,3.980,3.990,3.990,3.960,3.980,3.980,3.960,3.970","5.010,5.010,5.010,5.010,5.010","0.000,0.000,0.000","0.000000,0.000000","0,0,0,0,0,0.0",4437,"26,25,27","242,237,244,243,237"
